timestamp,raw,first6,event_type,event_target,event_value,buttons,analogs
2026-05-16T12:51:49.818,01000d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000d,dial,Dial 1,13,"1,0,0,0","13,0,0,0"
2026-05-16T12:51:49.818,01000e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000e,dial,Dial 1,14,"1,0,0,0","14,0,0,0"
2026-05-16T12:51:49.818,01000f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000f,dial,Dial 1,15,"1,0,0,0","15,0,0,0"
2026-05-16T12:51:49.818,01001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010010,dial,Dial 1,16,"1,0,0,0","16,0,0,0"
2026-05-16T12:51:49.818,01001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010011,dial,Dial 1,17,"1,0,0,0","17,0,0,0"
2026-05-16T12:51:49.818,01001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010012,dial,Dial 1,18,"1,0,0,0","18,0,0,0"
2026-05-16T12:51:49.818,01001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010013,dial,Dial 1,19,"1,0,0,0","19,0,0,0"
2026-05-16T12:51:49.818,01001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010014,dial,Dial 1,20,"1,0,0,0","20,0,0,0"
2026-05-16T12:51:49.818,01001500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010015,dial,Dial 1,21,"1,0,0,0","21,0,0,0"
2026-05-16T12:51:49.818,01001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010016,dial,Dial 1,22,"1,0,0,0","22,0,0,0"
2026-05-16T12:51:49.818,01001700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010017,dial,Dial 1,23,"1,0,0,0","23,0,0,0"
2026-05-16T12:51:49.819,01001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010018,dial,Dial 1,24,"1,0,0,0","24,0,0,0"
2026-05-16T12:51:49.919,01001900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010019,dial,Dial 1,25,"1,0,0,0","25,0,0,0"
2026-05-16T12:51:49.919,01001a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001a,dial,Dial 1,26,"1,0,0,0","26,0,0,0"
2026-05-16T12:51:49.919,01001b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001b,dial,Dial 1,27,"1,0,0,0","27,0,0,0"
2026-05-16T12:51:49.919,01001c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001c,dial,Dial 1,28,"1,0,0,0","28,0,0,0"
2026-05-16T12:51:49.919,01001d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001d,dial,Dial 1,29,"1,0,0,0","29,0,0,0"
2026-05-16T12:51:49.919,01001e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001e,dial,Dial 1,30,"1,0,0,0","30,0,0,0"
2026-05-16T12:51:49.919,01001f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001f,dial,Dial 1,31,"1,0,0,0","31,0,0,0"
2026-05-16T12:51:49.919,01002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010020,dial,Dial 1,32,"1,0,0,0","32,0,0,0"
2026-05-16T12:51:49.919,01002100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010021,dial,Dial 1,33,"1,0,0,0","33,0,0,0"
2026-05-16T12:51:49.919,01002200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010022,dial,Dial 1,34,"1,0,0,0","34,0,0,0"
2026-05-16T12:51:49.919,01002300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010023,dial,Dial 1,35,"1,0,0,0","35,0,0,0"
2026-05-16T12:51:49.919,01002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010024,dial,Dial 1,36,"1,0,0,0","36,0,0,0"
2026-05-16T12:51:49.919,01002500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010025,dial,Dial 1,37,"1,0,0,0","37,0,0,0"
2026-05-16T12:51:50.320,01002600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010026,dial,Dial 1,38,"1,0,0,0","38,0,0,0"
2026-05-16T12:51:50.420,01002700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010027,dial,Dial 1,39,"1,0,0,0","39,0,0,0"
2026-05-16T12:51:50.420,01002800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010028,dial,Dial 1,40,"1,0,0,0","40,0,0,0"
2026-05-16T12:51:50.420,01002900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010029,dial,Dial 1,41,"1,0,0,0","41,0,0,0"
